INSPIREID;NATCODE;NAMEUNIT;CODNUT1;CODNUT2;CODNUT3;CODIGOINE;Shape__Are;Shape__Len;AREA_MPIO
ES.IGN.SIGLIM34104646077;34104646077;Buñol;ES5;ES52;ES523;46077;188649296,956000000238419;74744,476182099999278;112,404138889999999
ES.IGN.SIGLIM34104646078;34104646078;Burjassot;ES5;ES52;ES523;46078;5793220,288359999656677;11417,804797200000394;3,444061916680000
ES.IGN.SIGLIM34104646079;34104646079;Calles;ES5;ES52;ES523;46079;109281045,091999992728233;65283,766023700001824;64,535486765900004
ES.IGN.SIGLIM34104646080;34104646080;Camporrobles;ES5;ES52;ES523;46080;151096958,662999987602234;75789,934171800006879;89,497187755799999
ES.IGN.SIGLIM34104646082;34104646082;Canet d'En Berenguer;ES5;ES52;ES523;46082;6600560,045049999840558;14561,403448900000512;3,904667978310000
ES.IGN.SIGLIM34104646084;34104646084;Càrcer;ES5;ES52;ES523;46084;12299238,978099999949336;24173,168604499998764;7,405273225470000
ES.IGN.SIGLIM34104646085;34104646085;Carlet;ES5;ES52;ES523;46085;76144924,029400005936623;40934,697782600000210;45,621073202100000
ES.IGN.SIGLIM34104646086;34104646086;Carrícola;ES5;ES52;ES523;46086;7592726,884739999659359;13718,589513000000807;4,599314139790000
ES.IGN.SIGLIM34104646087;34104646087;Casas Altas;ES5;ES52;ES523;46087;27236843,103300001472235;35668,567705300003581;15,949077254800001
ES.IGN.SIGLIM34104646088;34104646088;Casas Bajas;ES5;ES52;ES523;46088;38665470,262599997222424;27899,557373799998459;22,653622455800001
ES.IGN.SIGLIM34104646089;34104646089;Casinos;ES5;ES52;ES523;46089;70172571,865999996662140;32835,264622199996666;41,484511439400002
ES.IGN.SIGLIM34104646090;34104646090;Castelló de Rugat;ES5;ES52;ES523;46090;31435249,287599999457598;37243,042242000003171;19,022698657399999
ES.IGN.SIGLIM34104646091;34104646091;Castellonet de la Conquesta;ES5;ES52;ES523;46091;8985617,696249999105930;14981,937130500000421;5,433465121160000
ES.IGN.SIGLIM34104646092;34104646092;Castielfabib;ES5;ES52;ES523;46092;182014729,087999999523163;82158,812049800006207;106,286241731999993
ES.IGN.SIGLIM34104646093;34104646093;Catadau;ES5;ES52;ES523;46093;59215447,821099996566772;40172,655526000002283;35,457120338099998
ES.IGN.SIGLIM34104646094;34104646094;Catarroja;ES5;ES52;ES523;46094;22060676,674600001424551;31381,302989100000559;13,156861830900000
ES.IGN.SIGLIM34104646095;34104646095;Caudete de las Fuentes;ES5;ES52;ES523;46095;58260321,385899998247623;33678,413759100003517;34,598691972499999
ES.IGN.SIGLIM34104646096;34104646096;Cerdà;ES5;ES52;ES523;46096;2522712,707239999901503;32768,604250299998967;1,522076732430000
ES.IGN.SIGLIM34104646097;34104646097;Cofrentes;ES5;ES52;ES523;46097;172318156,793999999761581;61067,570610599999782;103,182885967000004
ES.IGN.SIGLIM34104646098;34104646098;Corbera;ES5;ES52;ES523;46098;33757603,818499997258186;31996,918835600001330;20,268567709500001
ES.IGN.SIGLIM34104646099;34104646099;Cortes de Pallás;ES5;ES52;ES523;46099;389090476,115999996662140;100094,048196000003372;233,020544405000010
ES.IGN.SIGLIM34104646100;34104646100;Cotes;ES5;ES52;ES523;46100;10505738,812899999320507;19644,649829400001181;6,325684182820000
ES.IGN.SIGLIM34104646101;34104646101;Quart de les Valls;ES5;ES52;ES523;46101;14271745,063500000163913;15818,047658299999966;8,427149446800000
ES.IGN.SIGLIM34104646102;34104646102;Quart de Poblet;ES5;ES52;ES523;46102;33141134,448899999260902;41662,145050300001458;19,722449826799998
ES.IGN.SIGLIM34104646103;34104646103;Quartell;ES5;ES52;ES523;46103;5379701,982409999705851;22490,592212899999140;3,178083566120000
ES.IGN.SIGLIM34104646104;34104646104;Quatretonda;ES5;ES52;ES523;46104;72145500,057099997997284;51915,339604399996460;43,549057533599999
ES.IGN.SIGLIM34104646105;34104646105;Cullera;ES5;ES52;ES523;46105;89611496,949900001287460;58958,737836200001766;53,798245099699997
ES.IGN.SIGLIM34104646106;34104646106;Chelva;ES5;ES52;ES523;46106;322693406,646000027656555;127545,152119999998831;190,553824730000002
ES.IGN.SIGLIM34104646107;34104646107;Chella;ES5;ES52;ES523;46107;72193951,658800005912781;52787,508455700000923;43,492609864099997
ES.IGN.SIGLIM34104646108;34104646108;Chera;ES5;ES52;ES523;46108;83780880,796200007200241;41245,098620899996604;49,699046989899998
ES.IGN.SIGLIM34104646109;34104646109;Cheste;ES5;ES52;ES523;46109;120176789,216999992728233;57295,736382600000070;71,443734164600002
ES.IGN.SIGLIM34104646110;34104646110;Xirivella;ES5;ES52;ES523;46110;8617036,734449999406934;12895,555579899999429;5,129967356230000
ES.IGN.SIGLIM34104646111;34104646111;Chiva;ES5;ES52;ES523;46111;300463806,629999995231628;107753,439343999998528;178,728528425000007
ES.IGN.SIGLIM34104646112;34104646112;Chulilla;ES5;ES52;ES523;46112;104348839,237000003457069;42343,912253900001815;61,780523666199997
ES.IGN.SIGLIM34104646113;34104646113;Daimús;ES5;ES52;ES523;46113;5202976,283479999750853;11589,378296799999589;3,140411447880000
ES.IGN.SIGLIM34104646117;34104646117;Emperador;ES5;ES52;ES523;46117;43482,386886599997524;892,735728673000040;0,025816397845000
ES.IGN.SIGLIM34104646118;34104646118;Enguera;ES5;ES52;ES523;46118;400436347,462000012397766;99192,656874499996775;241,749514650000009
ES.IGN.SIGLIM34104646119;34104646119;l'Ènova;ES5;ES52;ES523;46119;12738625,994400000199676;27037,852355899998656;7,673583361350000
ES.IGN.SIGLIM34104646120;34104646120;Estivella;ES5;ES52;ES523;46120;35394235,767499998211861;25887,839815300001646;20,917707928100000
ES.IGN.SIGLIM34104646121;34104646121;Estubeny;ES5;ES52;ES523;46121;10647211,268300000578165;14021,234710400000040;6,418308199560000
ES.IGN.SIGLIM34104646122;34104646122;Faura;ES5;ES52;ES523;46122;2770075,437590000219643;12533,181221299999379;1,636461753080000
ES.IGN.SIGLIM34104646123;34104646123;Favara;ES5;ES52;ES523;46123;15724532,145800000056624;17037,272167200000695;9,452078142120000
ES.IGN.SIGLIM34104646124;34104646124;Fontanars dels Alforins;ES5;ES52;ES523;46124;123080448,732999995350838;53191,760703599997214;74,688396192699997
ES.IGN.SIGLIM34104646125;34104646125;Fortaleny;ES5;ES52;ES523;46125;7612698,911039999686182;20003,257119900001271;4,568414773340000
ES.IGN.SIGLIM34104646126;34104646126;Foios;ES5;ES52;ES523;46126;10884383,472999999299645;27445,642251299999771;6,463884075150000
ES.IGN.SIGLIM34104646127;34104646127;la Font d'En Carròs;ES5;ES52;ES523;46127;16373038,353499999269843;17665,530332400001498;9,898310152710000
ES.IGN.SIGLIM34104646128;34104646128;la Font de la Figuera;ES5;ES52;ES523;46128;139155041,013999998569489;55140,354771799997252;84,335045878299994
ES.IGN.SIGLIM34104646129;34104646129;Fuenterrobles;ES5;ES52;ES523;46129;83350611,891200006008148;38430,298599200003082;49,452475628199998
ES.IGN.SIGLIM34104646130;34104646130;Gavarda;ES5;ES52;ES523;46130;13277145,489299999549985;21054,876855700000306;7,986623821590000
ES.IGN.SIGLIM34104646131;34104646131;Gandia;ES5;ES52;ES523;46131;101275456,981999993324280;75888,612238700006856;61,106693428800000
ES.IGN.SIGLIM34104646133;34104646133;Gestalgar;ES5;ES52;ES523;46133;117547222,748999997973442;51153,847352299999329;69,734535890399997
ES.IGN.SIGLIM34104646134;34104646134;Gilet;ES5;ES52;ES523;46134;19064694,400600001215935;19219,284659400000237;11,281466193600000
ES.IGN.SIGLIM34104646135;34104646135;Godella;ES5;ES52;ES523;46135;14145924,661299999803305;21445,703634500001499;8,403086449260000
ES.IGN.SIGLIM34104646136;34104646136;Godelleta;ES5;ES52;ES523;46136;62845030,918899998068810;36102,937703399999009;37,448787035000002
ES.IGN.SIGLIM34104646137;34104646137;la Granja de la Costera;ES5;ES52;ES523;46137;1378227,845179999945685;16835,584378399998968;0,831424512211000
ES.IGN.SIGLIM34104646138;34104646138;Guadasséquies;ES5;ES52;ES523;46138;5393987,687359999865294;13829,993890499999907;3,259786556080000
ES.IGN.SIGLIM34104646139;34104646139;Guadassuar;ES5;ES52;ES523;46139;58896719,598300002515316;67704,177145900001051;35,339490854899999
ES.IGN.SIGLIM34104646140;34104646140;Guardamar de la Safor;ES5;ES52;ES523;46140;1802079,599110000068322;7903,929850200000146;1,087963795420000
ES.IGN.SIGLIM34104646141;34104646141;Higueruelas;ES5;ES52;ES523;46141;31856497,352800000458956;26570,922197500000038;18,795620667600001
ES.IGN.SIGLIM34104646142;34104646142;Jalance;ES5;ES52;ES523;46142;158004977,944999992847443;63372,280081600001722;94,768533127100000
ES.IGN.SIGLIM34104646143;34104646143;Xeraco;ES5;ES52;ES523;46143;33671004,073399998247623;30625,719113899998774;20,286269277199999
ES.IGN.SIGLIM34104646144;34104646144;Jarafuel;ES5;ES52;ES523;46144;171648791,470999985933304;71845,160036999994190;103,090779835999996
ES.IGN.SIGLIM34104646145;34104646145;Xàtiva;ES5;ES52;ES523;46145;126959978,069999992847443;197304,595116000011330;76,564395148900005
ES.IGN.SIGLIM34104646146;34104646146;Xeresa;ES5;ES52;ES523;46146;27942912,660100001841784;27502,883479500000249;16,846327993599999
ES.IGN.SIGLIM34104646150;34104646150;Llutxent;ES5;ES52;ES523;46150;66418849,670900002121925;47476,970344100001967;40,118547362199998
ES.IGN.SIGLIM34104646151;34104646151;Llocnou d'En Fenollet;ES5;ES52;ES523;46151;2540550,781270000152290;18547,947200400001748;1,531790478120000
ES.IGN.SIGLIM34104646152;34104646152;Llocnou de la Corona;ES5;ES52;ES523;46152;70252,106002800006536;1157,503629130000036;0,041868322760000
ES.IGN.SIGLIM34104646153;34104646153;Llocnou de Sant Jeroni;ES5;ES52;ES523;46153;10703449,617699999362230;14211,558683999999630;6,472939151020000
ES.IGN.SIGLIM34104646190;34104646190;Paterna;ES5;ES52;ES523;46190;60331519,079899996519089;44369,046545600001991;35,850699628500003
ES.IGN.SIGLIM34104646155;34104646155;Llaurí;ES5;ES52;ES523;46155;22678535,302999999374151;27847,882981399998243;13,624629602000001
ES.IGN.SIGLIM34104646156;34104646156;Llombai;ES5;ES52;ES523;46156;92916211,026899993419647;51991,099892600002931;55,574009613500003
ES.IGN.SIGLIM34104646191;34104646191;Pedralba;ES5;ES52;ES523;46191;99237435,408600002527237;44643,546131100003549;58,847453641100003
ES.IGN.SIGLIM34104646192;34104646192;Petrés;ES5;ES52;ES523;46192;3169187,415560000110418;8772,014130379999187;1,874612034650000
ES.IGN.SIGLIM34104646193;34104646193;Picanya;ES5;ES52;ES523;46193;12083998,534399999305606;19033,828614699999889;7,199130615600000
ES.IGN.SIGLIM34104646194;34104646194;Picassent;ES5;ES52;ES523;46194;143641389,360000014305115;49634,849279800000659;85,786154121099997
ES.IGN.SIGLIM34104646195;34104646195;Piles;ES5;ES52;ES523;46195;6463623,412139999680221;10876,892172899999423;3,904329531270000
ES.IGN.SIGLIM34104646196;34104646196;Pinet;ES5;ES52;ES523;46196;19704589,082800000905991;21596,175793300000805;11,889218768399999
ES.IGN.SIGLIM34104646157;34104646157;la Llosa de Ranes;ES5;ES52;ES523;46157;11824236,574200000613928;22504,816060500001186;7,125679891600000
ES.IGN.SIGLIM34104646158;34104646158;Macastre;ES5;ES52;ES523;46158;63049866,056500002741814;33881,498459499998717;37,654294974199999
ES.IGN.SIGLIM34104646159;34104646159;Manises;ES5;ES52;ES523;46159;33048242,648099999874830;27425,081020500001614;19,652719491999999
ES.IGN.SIGLIM34104646160;34104646160;Manuel;ES5;ES52;ES523;46160;10044042,237099999561906;19415,381499899998744;6,048382905570000
ES.IGN.SIGLIM34104646161;34104646161;Marines;ES5;ES52;ES523;46161;60463298,428499996662140;48090,034542200002761;35,723616262400000
ES.IGN.SIGLIM34104646162;34104646162;Massalavés;ES5;ES52;ES523;46162;12461018,928200000897050;16965,641892999999982;7,482877231640000
ES.IGN.SIGLIM34104646163;34104646163;Massalfassar;ES5;ES52;ES523;46163;4253031,470060000196099;10604,487232400000721;2,525059136940000
ES.IGN.SIGLIM34104646164;34104646164;Massamagrell;ES5;ES52;ES523;46164;10479214,880000000819564;25001,965225200001441;6,218153013700000
ES.IGN.SIGLIM34104646165;34104646165;Massanassa;ES5;ES52;ES523;46165;9376132,586750000715256;22221,487023900001077;5,591720372090000
ES.IGN.SIGLIM34104646166;34104646166;Meliana;ES5;ES52;ES523;46166;7905612,216489999555051;12752,709814800000458;4,697609260900000
ES.IGN.SIGLIM34104646167;34104646167;Millares;ES5;ES52;ES523;46167;175982095,025000005960464;58801,684897999999521;105,507201174000002
ES.IGN.SIGLIM34104646168;34104646168;Miramar;ES5;ES52;ES523;46168;4214809,044019999913871;10201,636510700000144;2,545199845000000
ES.IGN.SIGLIM34104646169;34104646169;Mislata;ES5;ES52;ES523;46169;3415291,329009999986738;10822,308963400000721;2,032244014280000
ES.IGN.SIGLIM34104646171;34104646171;Moncada;ES5;ES52;ES523;46171;26667074,269099999219179;29082,268193700001575;15,828734752700001
ES.IGN.SIGLIM34104646172;34104646172;Montserrat;ES5;ES52;ES523;46172;76343359,894999995827675;35585,383929600000556;45,573577815699998
ES.IGN.SIGLIM34104646173;34104646173;Montaverner;ES5;ES52;ES523;46173;12227566,945699999108911;19181,633265899999969;7,398171560300000
ES.IGN.SIGLIM34104646174;34104646174;Montesa;ES5;ES52;ES523;46174;79644479,300999999046326;38067,640761700000439;48,113128370900000
ES.IGN.SIGLIM34104646175;34104646175;Montitxelvo/Montichelvo;ES5;ES52;ES523;46175;13498186,114099999889731;18393,858325900000636;8,165320755470001
ES.IGN.SIGLIM34104646176;34104646176;Montroi/Montroy;ES5;ES52;ES523;46176;52538817,365099996328354;30138,378559600001608;31,390547773600002
ES.IGN.SIGLIM34104646177;34104646177;Museros;ES5;ES52;ES523;46177;20987741,550700001418591;24354,453525000000809;12,453513702200000
ES.IGN.SIGLIM34104646178;34104646178;Náquera;ES5;ES52;ES523;46178;65351383,920500002801418;35191,396403400001873;38,708037365300001
ES.IGN.SIGLIM34104646179;34104646179;Navarrés;ES5;ES52;ES523;46179;78196221,899399995803833;41996,577930100000231;47,038344735700001
ES.IGN.SIGLIM34104646180;34104646180;Novelé/Novetlè;ES5;ES52;ES523;46180;2438600,767239999957383;9546,089444870000079;1,471625844150000
ES.IGN.SIGLIM34104646181;34104646181;Oliva;ES5;ES52;ES523;46181;99465727,477400004863739;56737,896512500003155;60,162010768000002
ES.IGN.SIGLIM34104646182;34104646182;Olocau;ES5;ES52;ES523;46182;63228703,940899997949600;35734,287939399997413;37,395913912700003
ES.IGN.SIGLIM34104646183;34104646183;l'Olleria;ES5;ES52;ES523;46183;53303482,400100000202656;34471,513737100001890;32,224627237699998
ES.IGN.SIGLIM34104646184;34104646184;Ontinyent;ES5;ES52;ES523;46184;206888161,861000001430511;62524,507348200000706;125,430329022999999
ES.IGN.SIGLIM34104646185;34104646185;Otos;ES5;ES52;ES523;46185;18284228,624299999326468;37355,052716400001373;11,067832057100000
ES.IGN.SIGLIM34104646186;34104646186;Paiporta;ES5;ES52;ES523;46186;6640383,084499999880791;11489,377683999999135;3,956958859470000
ES.IGN.SIGLIM34104646187;34104646187;Palma de Gandía;ES5;ES52;ES523;46187;23047881,724599998444319;34631,321848100000352;13,921532139900000
ES.IGN.SIGLIM34104646188;34104646188;Palmera;ES5;ES52;ES523;46188;1618719,712599999969825;6713,325686629999836;0,977831671366000
ES.IGN.SIGLIM34104646189;34104646189;el Palomar;ES5;ES52;ES523;46189;12812620,912000000476837;32329,554338800000551;7,759131555940000
ES.IGN.SIGLIM34104646197;34104646197;Polinyà de Xúquer;ES5;ES52;ES523;46197;15290959,095000000670552;27359,167854200000875;9,172730090869999
ES.IGN.SIGLIM34104646198;34104646198;Potries;ES5;ES52;ES523;46198;5081318,941829999908805;12876,002590199999759;3,071898329750000
ES.IGN.SIGLIM34104646199;34104646199;la Pobla de Farnals;ES5;ES52;ES523;46199;6108187,220830000005662;23936,018640199999936;3,624601164860000
ES.IGN.SIGLIM34104646200;34104646200;la Pobla del Duc;ES5;ES52;ES523;46200;31202951,514400001615286;34323,314639199998055;18,868688922400001
ES.IGN.SIGLIM34104646201;34104646201;Puebla de San Miguel;ES5;ES52;ES523;46201;108649509,991999998688698;45257,248144700002740;63,579871679000000
ES.IGN.SIGLIM34104646202;34104646202;la Pobla de Vallbona;ES5;ES52;ES523;46202;55832095,108699999749660;43282,984534299997904;33,102882858000001
ES.IGN.SIGLIM34104646203;34104646203;la Pobla Llarga;ES5;ES52;ES523;46203;16773808,411800000816584;27804,290610399999423;10,093236504400000
ES.IGN.SIGLIM34104646251;34104646251;Vallada;ES5;ES52;ES523;46251;101682443,576000005006790;47321,992305400002806;61,497588241000003
ES.IGN.SIGLIM34104646252;34104646252;Vallanca;ES5;ES52;ES523;46252;96733766,865099996328354;48150,064588900000672;56,609147239599999
ES.IGN.SIGLIM34104646253;34104646253;Vallés;ES5;ES52;ES523;46253;2048146,174799999920651;18936,891669699998602;1,235659895980000
ES.IGN.SIGLIM34104646254;34104646254;Venta del Moro;ES5;ES52;ES523;46254;457822150,984000027179718;144199,108156000002054;272,584404478000010
ES.IGN.SIGLIM34104646255;34104646255;Vilallonga/Villalonga;ES5;ES52;ES523;46255;71587969,258000001311302;41361,819688800002041;43,318966097699999
ES.IGN.SIGLIM34104646256;34104646256;Vilamarxant;ES5;ES52;ES523;46256;119743386,959999993443489;47542,563178900003550;71,081210119500000
ES.IGN.SIGLIM34104646257;34104646257;Villanueva de Castellón;ES5;ES52;ES523;46257;33732562,559000000357628;31984,845337499999005;20,302458029299999
ES.IGN.SIGLIM34104646258;34104646258;Villar del Arzobispo;ES5;ES52;ES523;46258;68857808,145899996161461;37755,212315400000080;40,702789304800000
ES.IGN.SIGLIM34104646259;34104646259;Villargordo del Cabriel;ES5;ES52;ES523;46259;120536350,719999998807907;47324,864818200003356;71,609711777300006
ES.IGN.SIGLIM34104646260;34104646260;Vinalesa;ES5;ES52;ES523;46260;2573119,311139999888837;8682,156049260000145;1,528570738840000
ES.IGN.SIGLIM34104646261;34104646261;Yátova;ES5;ES52;ES523;46261;201416003,999000012874603;64886,883736700001464;120,244031028999999
ES.IGN.SIGLIM34104646262;34104646262;La Yesa;ES5;ES52;ES523;46262;144055312,006000012159348;59106,091829500001040;84,675538178799997
ES.IGN.SIGLIM34104646263;34104646263;Zarra;ES5;ES52;ES523;46263;82671967,180299997329712;46095,118056100000103;49,719932440000001
ES.IGN.SIGLIM34104646902;34104646902;Gátova;ES5;ES52;ES523;46902;51529466,518100000917912;41387,877797200002533;30,412260301100002
ES.IGN.SIGLIM34104646903;34104646903;San Antonio de Benagéber;ES5;ES52;ES523;46903;14726906,242499999701977;22605,818031499999051;8,741589902630000
ES.IGN.SIGLIM34104646904;34104646904;Benicull de Xúquer;ES5;ES52;ES523;46904;5829139,688570000231266;10772,631699699999444;3,497315967680000
ES.IGN.SIGLIM34101212128;34101212128;Vilafamés;ES5;ES52;ES522;12128;120535265,797999992966652;60814,001291000000492;70,399419140999996
ES.IGN.SIGLIM34101212130;34101212130;Villahermosa del Río;ES5;ES52;ES522;12130;186884512,745999991893768;61637,137449499998183;108,884146805000000
ES.IGN.SIGLIM34101212131;34101212131;Villamalur;ES5;ES52;ES522;12131;33186218,175000000745058;27333,391920099998970;19,474769111299999
ES.IGN.SIGLIM34101212010;34101212010;Almedíjar;ES5;ES52;ES522;12010;35522310,017999999225140;26095,314896200001385;20,898021099400001
ES.IGN.SIGLIM34101212011;34101212011;Almenara;ES5;ES52;ES522;12011;46859727,465800002217293;30814,503597300001275;27,664584740199999
ES.IGN.SIGLIM34101212012;34101212012;Altura;ES5;ES52;ES522;12012;219877502,342000007629395;62484,371602699997311;129,570255320000001
ES.IGN.SIGLIM34101212013;34101212013;Arañuel;ES5;ES52;ES522;12013;32769883,352299999445677;24858,175086499999452;19,161008537099999
ES.IGN.SIGLIM34101212014;34101212014;Ares del Maestrat;ES5;ES52;ES522;12014;205114993,409000009298325;70856,479507700001705;118,668389059999996
ES.IGN.SIGLIM34101212015;34101212015;Argelita;ES5;ES52;ES522;12015;26444410,926800001412630;25757,506689900001220;15,469739230300000
ES.IGN.SIGLIM34101212016;34101212016;Artana;ES5;ES52;ES522;12016;61791554,952500000596046;33843,874201500002528;36,328210991399999
ES.IGN.SIGLIM34101212017;34101212017;Ayódar;ES5;ES52;ES522;12017;41557934,246600002050400;30783,325070999999298;24,364151482000000
ES.IGN.SIGLIM34101212018;34101212018;Azuébar;ES5;ES52;ES522;12018;39751521,439400002360344;29263,886743200000637;23,400745886599999
ES.IGN.SIGLIM34101212020;34101212020;Barracas;ES5;ES52;ES522;12020;71909893,467299997806549;40927,013171099999454;42,150296844400003
ES.IGN.SIGLIM34101212021;34101212021;Betxí;ES5;ES52;ES522;12021;36492162,769100002944469;24633,847529300001042;21,438190173399999
ES.IGN.SIGLIM34101212022;34101212022;Bejís;ES5;ES52;ES522;12022;72049979,900499999523163;37930,515863100001297;42,352454403700001
ES.IGN.SIGLIM34101212024;34101212024;Benafer;ES5;ES52;ES522;12024;29034440,001600001007318;38966,747340900001291;17,032897707600000
ES.IGN.SIGLIM34101212029;34101212029;Benlloc;ES5;ES52;ES522;12029;74706058,642800003290176;58064,131419999997888;43,523329355199998
ES.IGN.SIGLIM34101212031;34101212031;Borriol;ES5;ES52;ES522;12031;104136932,568000003695488;48789,731054900003073;60,948607726699997
ES.IGN.SIGLIM34101212039;34101212039;Castellnovo;ES5;ES52;ES522;12039;32622928,711100000888109;28913,841125200000533;19,202259265399999
ES.IGN.SIGLIM34101212040;34101212040;Castellón de la Plana/Castelló de la Plana;ES5;ES52;ES522;12040;186647129,002000004053116;88357,176760100002866;109,406809924000001
ES.IGN.SIGLIM34101212043;34101212043;Caudiel;ES5;ES52;ES522;12043;106387914,539000004529953;63725,259165800001938;62,380970430100000
ES.IGN.SIGLIM34101212044;34101212044;Cervera del Maestre;ES5;ES52;ES522;12044;161148835,439000010490417;52561,301373200003582;93,235891056499995
ES.IGN.SIGLIM34101212045;34101212045;Cinctorres;ES5;ES52;ES522;12045;60842930,294200003147125;42997,508457199997792;35,063828409599999
ES.IGN.SIGLIM34101212046;34101212046;Cirat;ES5;ES52;ES522;12046;70224060,091199994087219;37440,340638800000306;41,099462331200002
ES.IGN.SIGLIM34101212048;34101212048;Cortes de Arenoso;ES5;ES52;ES522;12048;138178131,115000009536743;57718,184470799998962;80,586760183500004
ES.IGN.SIGLIM34101212049;34101212049;Costur;ES5;ES52;ES522;12049;37544114,247400000691414;30208,883945599998697;21,927982095600001
ES.IGN.SIGLIM34101212050;34101212050;les Coves de Vinromà;ES5;ES52;ES522;12050;234987126,969999998807907;82000,134048599997186;136,436680937000006
ES.IGN.SIGLIM34101212051;34101212051;Culla;ES5;ES52;ES522;12051;199454595,020999997854233;119871,796510000000126;115,858985324000002
ES.IGN.SIGLIM34101212052;34101212052;Xert;ES5;ES52;ES522;12052;142989957,907000005245209;57372,793378800000937;82,508790254000004
ES.IGN.SIGLIM34101212053;34101212053;Chilches/Xilxes;ES5;ES52;ES522;12053;22917444,165500000119209;20913,411013900000398;13,518625296300000
ES.IGN.SIGLIM34101212055;34101212055;Chodos/Xodos;ES5;ES52;ES522;12055;76027432,387700006365776;37237,804031400002714;44,263048463399997
ES.IGN.SIGLIM34101212056;34101212056;Chóvar;ES5;ES52;ES522;12056;31099993,236499998718500;24587,599995000000490;18,308600873900001
ES.IGN.SIGLIM34101212057;34101212057;Eslida;ES5;ES52;ES522;12057;30821573,774599999189377;24577,097671600000467;18,124889909099998
ES.IGN.SIGLIM34101212058;34101212058;Espadilla;ES5;ES52;ES522;12058;20422825,872200001031160;22467,384723399998620;11,963266453599999
ES.IGN.SIGLIM34101212059;34101212059;Fanzara;ES5;ES52;ES522;12059;59691785,059799998998642;35739,704385299999558;34,974638657100002
ES.IGN.SIGLIM34101212060;34101212060;Figueroles;ES5;ES52;ES522;12060;20699440,129099998623133;22109,679158700000698;12,088056051200001
ES.IGN.SIGLIM34101212061;34101212061;Forcall;ES5;ES52;ES522;12061;68194229,069800004363060;60378,175579800001287;39,206098350100000
ES.IGN.SIGLIM34101212063;34101212063;Fuente la Reina;ES5;ES52;ES522;12063;12816556,164699999615550;20534,815278300000500;7,499721670260000
ES.IGN.SIGLIM34101212064;34101212064;Fuentes de Ayódar;ES5;ES52;ES522;12064;18750118,429099999368191;17043,149927499998739;10,983471026800000
ES.IGN.SIGLIM34101212065;34101212065;Gaibiel;ES5;ES52;ES522;12065;30780479,484600000083447;28774,099141099999542;18,078328152400001
ES.IGN.SIGLIM34101212067;34101212067;Geldo;ES5;ES52;ES522;12067;956750,275313999969512;4631,867223530000047;0,563454447318000
ES.IGN.SIGLIM34101212068;34101212068;Herbés;ES5;ES52;ES522;12068;47245252,586499996483326;36735,830954099998053;27,120207007299999
ES.IGN.SIGLIM34101212069;34101212069;Higueras;ES5;ES52;ES522;12069;20202931,655200000852346;20150,225560899998527;11,844463686499999
ES.IGN.SIGLIM34101212070;34101212070;la Jana;ES5;ES52;ES522;12070;33766273,042199999094009;25611,620543400000315;19,502190352200000
ES.IGN.SIGLIM34101212073;34101212073;Ludiente;ES5;ES52;ES522;12073;53636353,012699998915195;39127,104816099999880;31,350798454600000
ES.IGN.SIGLIM34101212074;34101212074;la Llosa;ES5;ES52;ES522;12074;16931631,155799999833107;21994,680037499998434;9,991272112770000
ES.IGN.SIGLIM34101212075;34101212075;la Mata de Morella;ES5;ES52;ES522;12075;26332933,431200001388788;31005,622467599998345;15,159826045899999
ES.IGN.SIGLIM34101212076;34101212076;Matet;ES5;ES52;ES522;12076;25358252,924300000071526;23434,555621600000450;14,887626372500000
ES.IGN.SIGLIM34101212077;34101212077;Moncofa;ES5;ES52;ES522;12077;24361496,428100001066923;22071,521263899998303;14,362507505000000
ES.IGN.SIGLIM34101212078;34101212078;Montán;ES5;ES52;ES522;12078;58224238,818899996578693;39157,054746599998907;34,098100541400001
ES.IGN.SIGLIM34101212079;34101212079;Montanejos;ES5;ES52;ES522;12079;64619017,681000001728535;41389,893176199999289;37,799141609000003
ES.IGN.SIGLIM34101212080;34101212080;Morella;ES5;ES52;ES522;12080;718027068,320999979972839;196503,569706000009319;413,532974002999993
ES.IGN.SIGLIM34101212081;34101212081;Navajas;ES5;ES52;ES522;12081;13411911,652400000020862;14017,851706900000863;7,888255566120000
ES.IGN.SIGLIM34101212083;34101212083;Olocau del Rey;ES5;ES52;ES522;12083;76461901,311599999666214;38679,150026800001797;43,979712108500003
ES.IGN.SIGLIM34101212112;34101212112;Todolella;ES5;ES52;ES522;12112;59159706,849299997091293;39698,208989799997653;34,024888259100003
ES.IGN.SIGLIM34101212113;34101212113;Toga;ES5;ES52;ES522;12113;23108184,840700000524521;26383,701103399998829;13,524193468200000
ES.IGN.SIGLIM34101212114;34101212114;Torás;ES5;ES52;ES522;12114;28573171,729400001466274;22835,381695700001728;16,782275476300001
ES.IGN.SIGLIM34101212116;34101212116;Torralba del Pinar;ES5;ES52;ES522;12116;36151583,862899996340275;28044,332778200001485;21,192812432600000
ES.IGN.SIGLIM34101212118;34101212118;Torrechiva;ES5;ES52;ES522;12118;20241585,359299998730421;19576,571641499998805;11,847337146899999
ES.IGN.SIGLIM34101212119;34101212119;la Torre d'En Besora;ES5;ES52;ES522;12119;21199466,604899998754263;20635,126202200000989;12,309912915300000
ES.IGN.SIGLIM34101212120;34101212120;la Torre d'en Doménec;ES5;ES52;ES522;12120;5477757,526270000264049;9906,401790059999257;3,185658945320000
